respondent_id,xyz_vaccine_probability,seasonal_vaccine_probability
49,0.2865547876302671,0.5256903142658912
50,0.2119338980127613,0.4253802213410325
51,0.10737584898643716,0.6589729073986726
52,0.16784986210771208,0.2877237599203336
53,0.1334954220582622,0.4149511493372347
54,0.08567822146436586,0.37175993853724926
55,0.10495217899496008,0.28237326211251185
56,0.13314782277519108,0.8487265500746045
57,0.1600641281095798,0.5998409330547279
58,0.06934121249946512,0.6772340776931917
59,0.02221138684841546,0.2566835300509742
60,0.7236140446749871,0.9388512366846447
61,0.09145950550378311,0.2803245627296219
62,0.05125107105962369,0.22972365350559523
63,0.512736362491063,0.6991218656962194
64,0.07256811656482072,0.12036491620777659
65,0.02639958521352193,0.10776930292993697
66,0.05970534132108427,0.05783854966005591
67,0.3596625711884346,0.6918343128325694
68,0.054401733026378275,0.8117798944872547
69,0.04550837696004225,0.39943894635583277
70,0.06916104115326183,0.21095340044207975
71,0.24368430296588678,0.9510023747361711
72,0.10026352776079034,0.18768707587482417
73,0.24973162910272573,0.8337648962862569
74,0.699303660113586,0.8945236717820383
75,0.6797601891868044,0.8154764786417452
76,0.14233362378508638,0.6358203278572396
77,0.19194809275362296,0.9304548205363162
78,0.22016721347603424,0.40175457254470925
79,0.4134471258922097,0.8214745024537322
80,0.08220924528222387,0.26084093641588835
81,0.11256457707377077,0.5670114391834707
82,0.46718606105875204,0.745806244083023
83,0.3605296136531478,0.6362123097389324
84,0.663446214568065,0.8993612827416962
85,0.5688803163280439,0.8441283316298889
86,0.04569661929947935,0.1277036496010828
87,0.09945230989624385,0.39050082563379807
88,0.030234668406607424,0.5143439354982333
89,0.062221019990718385,0.18257663792083367
90,0.14340978573220073,0.30943858635243854
91,0.18756973880913624,0.9450586423190356
92,0.021518314789903105,0.1604758979308157
93,0.3819166801194732,0.5673199428095388
94,0.4244124120583776,0.5665045677059108
95,0.3810361831009209,0.5407389788198319
96,0.7513763073092704,0.9250854723244153
97,0.297440071410199,0.7900096574873133
98,0.09296176974808211,0.01933523652656933
99,0.10070553534460137,0.30905661600066403
100,0.32809249197692336,0.27702676978468777
101,0.8850657329488653,0.8464082691342331
102,0.2005156247242502,0.4511359930619295
103,0.02437859388092179,0.48344348087651706
104,0.016287244657738217,0.11682194524857507
105,0.17048451883750906,0.5071114741630596
106,0.07295001516689353,0.19373115173376868
107,0.37774970998633645,0.6037886663624599
108,0.1386353992960858,0.1020289593764526
109,0.022479726400228547,0.2764387283073466
110,0.7774336618967205,0.8557428785505251
111,0.045054871628797066,0.22023544581934196
112,0.5141516806346282,0.7658598252538797
113,0.07845662708232003,0.565231606161947
114,0.12796546228218303,0.3932534284098824
115,0.11710417449559513,0.3541258282916468
116,0.11944615123048805,0.5299632647487985
117,0.19667022814573898,0.4246747460664239
118,0.11364734031025207,0.560732437490625
119,0.09994502127917718,0.285696045489351
120,0.04839323395666179,0.3376989708267312
121,0.07218758997388305,0.2044561108748702
122,0.7952513983939532,0.9525907063309175
123,0.7213687241607696,0.5913057790727049
124,0.17376655168906713,0.3489462536500376
125,0.08701093002621313,0.713472842726502
126,0.10646806818709044,0.47312110029186333
127,0.3296892574752587,0.5673816807293153
128,0.10867358460730003,0.9100360566532536
129,0.10373783608540528,0.4631509479535335
130,0.18834280236827058,0.3372819964892206
131,0.07963082537735902,0.6456754938782915
132,0.20650513402869133,0.1562919296669844
133,0.11542232302570724,0.5897644336207309
134,0.1534590070569806,0.5073245335085487
135,0.15665123488994193,0.6759099675920871
136,0.7594270362805542,0.9135196332262335
137,0.15442676653100923,0.43538856460719
138,0.11668339184450603,0.44718966175533137
139,0.02816736785932629,0.01590659692746005
140,0.28261851768573804,0.80957211269216
141,0.13215986592112144,0.4406012097876532
142,0.054534562352867064,0.35500916476287303
143,0.12134154223165591,0.4919615365648548
144,0.1903172669109361,0.2922655479902892
145,0.09557685638737268,0.1136279211402329
146,0.6848074608346877,0.7895561646514593
147,0.2529649292005947,0.9668694717981339
148,0.26451835943118457,0.5179226632706476
149,0.07433258725273705,0.15068910845510847
150,0.14241225985932082,0.20300180347894586
151,0.4210125313640438,0.8394083812101314
152,0.11436263780838919,0.5566322633980777
153,0.0393244821172321,0.3494920856945733
154,0.06840722116093359,0.17251950466011431
155,0.11757871038834718,0.6743285022543827
156,0.15269382074285215,0.3973699459901784
157,0.09123596036322587,0.3482689859499903
158,0.19242518035927608,0.6708913821281358
159,0.281517879707664,0.6328161683958616
160,0.09016280158514428,0.9350909052881498
161,0.04836639183394549,0.10191988839592189
162,0.0720658928719816,0.1487762365861918
163,0.11137664566600143,0.1551709791135406
164,0.08041308437588257,0.2937022416631056
165,0.08999188758655208,0.4428493640132664
166,0.4468016626316737,0.3835253707778954
167,0.16790600513216056,0.5195258507330871
168,0.818211556263548,0.9437204400619373
169,0.11551399750232856,0.593687645270182
170,0.15770816836471155,0.08252668888969976
171,0.11202449038300254,0.1939540061537306
172,0.522319623656714,0.9186263345187399
173,0.05334101479101613,0.15428022019262927
174,0.19233985732842954,0.3432215655513888
175,0.06916904636583651,0.1670522605349843
176,0.07826550742322175,0.18079935557178606
177,0.25701228346955146,0.7367137967752404
178,0.32473345444389673,0.47726754844273733
179,0.08077727509390475,0.15420463773892168
180,0.009867973824947569,0.05261918169315242
181,0.17640808597497706,0.7352480478139964
182,0.10918133913121361,0.37829658699167024
183,0.0931414700773027,0.0692507339511387
184,0.015402089086080513,0.25558722302710846
185,0.514153626699226,0.6231126578747774
186,0.076709132370679,0.20140475568928531
187,0.04680995013816403,0.04809369073623145
188,0.06602853963647544,0.43379609432544275
189,0.14040941377995442,0.9100294707347736
190,0.08735978019013035,0.2011914022579898
191,0.07386036765421877,0.2625174524036939
192,0.679605227386037,0.4190966680033192
193,0.2543635713320815,0.7535652253409626
194,0.5432081733520446,0.3016683703303333
195,0.6603510080835955,0.9180662768375994
196,0.28798154778150953,0.5823791943002825
197,0.06005104813326009,0.15782887613761715
198,0.3614033122388513,0.18243329487051663
199,0.22567244553223476,0.3340810715389131
200,0.32950232192620493,0.49606421952678187
201,0.08987032453524202,0.3629740981162752
202,0.08799786473961844,0.41009120181088926
203,0.12456354218062603,0.48256586660701645
204,0.4273868608185695,0.558744744718026
205,0.0768809009485467,0.4387651923516681
206,0.1146365119328461,0.20452808117700275
207,0.16919958196728024,0.9454026734746672
208,0.06481328602584126,0.7549814543070652
209,0.24721501229137602,0.595299568874871
210,0.08867170514668085,0.5683120215776202
211,0.08600992413719953,0.04152598429703195
212,0.8404975185812481,0.9711967518848837
213,0.4227745194090415,0.6499146240712875
214,0.1731059185401618,0.41056033672683834
215,0.603453059805937,0.8826153445595951
216,0.05483552010423767,0.36278452980240294
217,0.056284073933279215,0.1748761882031882
218,0.14259288849773077,0.9453283026925698
219,0.32497765470206275,0.37904262323831633
220,0.11269327666349435,0.9456208253518402
221,0.09947815142405514,0.3098412529856565
222,0.1266643195743739,0.44195686843851184
223,0.04175726389549213,0.5576432216198899
224,0.20433872239700734,0.7218498171643432
225,0.309979543731756,0.31882026766088617
226,0.10448589187741766,0.35726728210581543
227,0.05382263808670437,0.3032723930001203
228,0.5804219878998074,0.665962229358979
229,0.1348939042215695,0.960364716457236
230,0.09481469547107911,0.8115007396737771
231,0.1376909064421804,0.9327176334326875
232,0.0285708798837927,0.0797174893405587
233,0.014967244033226376,0.1176954946892842
234,0.3074912180672488,0.41438380105707967
235,0.2830714138414434,0.7163568579616232
236,0.1472433993519799,0.39697154137100166
237,0.015848121649928854,0.017276281060986137
238,0.4298660558317855,0.9501846460748715
239,0.055632582586001636,0.3421309419481908
240,0.04487105553255499,0.5409220792130731
241,0.13751103768231485,0.8909550400620524
242,0.02517022350691434,0.22012423444871207
243,0.021610438478119432,0.3629942891175703
244,0.14045236490393112,0.9502276171293728
245,0.061651867244658744,0.22547262562059228
246,0.14876410392452624,0.13339572166269925
247,0.2300715054783203,0.5015496439649427
248,0.31324800279808573,0.5075670426472102
249,0.051302482637416824,0.2084365665423097
250,0.4374909212477583,0.7881221514271036
251,0.1883367960459282,0.8804342673118065
252,0.1392936782521919,0.38642170950485255
253,0.23482050907879162,0.4175493796332614
254,0.22861219092176982,0.9541872958082115
255,0.723395138995446,0.13414924779626658
256,0.05451286371733942,0.14048060844474106
257,0.18094713136232493,0.936731958100888
258,0.06877041852218245,0.13272662264349402
259,0.45484697015968595,0.1643166823204493
260,0.1014141379738223,0.37276351975140815
261,0.04080749512081863,0.6268064985371781
262,0.8476140360253149,0.9518876322884285
263,0.2696556694894157,0.6007019205846842
264,0.05304337958463805,0.40694382955316055
265,0.19288459636398506,0.5133895331563461
266,0.2167592620707409,0.49363184699366347
267,0.16535763670171802,0.37934831823745596
268,0.31104849005708896,0.4371449849111867
269,0.13820401038426597,0.3640381883856607
270,0.061286170510098985,0.12718395690241233
271,0.132164960871646,0.5925606611584435
272,0.17260472690976197,0.5075672476475189
273,0.011917146682918461,0.05402137447064826
274,0.08420661422517885,0.2410828537780041
275,0.11786156573129869,0.9228399775177516
276,0.18453787669211244,0.6947240204416674
277,0.04559211312384246,0.4512056132881392
278,0.5106528703133597,0.7571365053527563
279,0.25715019710944115,0.5229453200561589
280,0.19459065354462232,0.201986942101163
281,0.0878033398519382,0.7854992052273755
282,0.04445629866192286,0.6467642698827327
283,0.24702210770231145,0.6525360656317115
284,0.24195485529228372,0.6034373063426102
285,0.016461705910335373,0.04658093073267957
286,0.10081603545534046,0.49870684659755293
287,0.02777031510351682,0.11237291468978786
288,0.7427121423907752,0.8704612477823025
289,0.06758951106250384,0.432606945732261
290,0.196086879030718,0.6156115438062624
291,0.036238559499492784,0.16733470598088218
292,0.08832424666537068,0.7031536435699092
293,0.2424057270657344,0.4591936243587416
294,0.08546017507849263,0.23113245044313976
295,0.1144034789941164,0.48411618021299385
296,0.16615547284655896,0.28212627280575525
297,0.21903876819233561,0.5195147931854731
298,0.3505786919326168,0.4360920405660361
299,0.04058669917059068,0.4306145006838526
300,0.2426345187122824,0.4432015513559301
301,0.08130575119634936,0.06561020813228703
302,0.05731080051821349,0.1131126161973987
303,0.6979985951150193,0.8596773639349543
304,0.16310579464040176,0.6227268317340554
305,0.03485271738548029,0.10444393043767612
306,0.835544054369359,0.870519108047492
307,0.3030808589202002,0.5893401499822128
308,0.43324393400820954,0.780985092501091
309,0.09141784823133438,0.37976753994003676
310,0.10039706645431393,0.23705975898598936
311,0.16709514319760624,0.5281409734990413
312,0.09090025630537069,0.20105211021724456
313,0.10674741452438219,0.3712784921043722
314,0.20996705731167273,0.9474501523411792
315,0.3667646358499454,0.3969665904782338
316,0.06400064461525266,0.2622704272034444
317,0.05729702637637043,0.3139610101751238
318,0.42523604685740424,0.2500683046486276
319,0.5068879977341941,0.49350581621962886
320,0.12757054796339576,0.2536643280930071
321,0.029722548870846657,0.05124200559058642
322,0.3137473324005927,0.837941273260352
323,0.1952247401630857,0.563494650658533
324,0.3445761621287102,0.8131796773202932
325,0.10807478053443072,0.1430073735366784
326,0.12579633206454202,0.16986112932346795
327,0.0766118210886361,0.7298129930200232
328,0.11713629738685026,0.25031895361592327
329,0.4370358356355756,0.5859657248578668
330,0.36745565419047244,0.7619311390316272
331,0.054351421959729515,0.20793638370647438
332,0.03807944738310353,0.30430097539814355
333,0.22810511606989986,0.8407802371505275
334,0.1899725135660594,0.3149443538853611
335,0.12443135429496581,0.49656399636790527
336,0.06548903181085436,0.1850106837126952
337,0.20498672886920644,0.29374656673141
338,0.01771789460491136,0.057063436591110656
339,0.6227492128179979,0.8085800490885653
340,0.08679867043057567,0.2765137430835411
341,0.026817441184981118,0.36680616566715246
342,0.10256624880711847,0.24035936816172288
343,0.030180102363350697,0.24742161416063446
344,0.553079344188936,0.7470688046249466
345,0.09730144469006516,0.5518404559043507
346,0.45412381780591166,0.8268223763662739
347,0.1146817335455984,0.3906032795329775
348,0.03750183002171338,0.8207322888265459
349,0.09208361093194808,0.22202948660385133
350,0.030466860098239467,0.7516332419439203
351,0.2018349885777822,0.95983078655078
352,0.05583888886871482,0.22380967318149525
353,0.14841718093034967,0.5319678674551646
354,0.5812926243089382,0.7678487797860842
355,0.07323377897863925,0.15501785484325512
356,0.04262047139680306,0.16896808562476015
357,0.7405984284104319,0.8488787673179101
358,0.07652851966702459,0.423447764551824
359,0.8444713606794091,0.9488078336457046
360,0.25169029971226503,0.4482221926120645
361,0.272855078756876,0.7866058095182412
362,0.13175778239860572,0.3552602743230534
363,0.28461504153892564,0.4168235677728325
364,0.5157992617544529,0.8017539061789447
365,0.08064003614541701,0.3736337265690662
366,0.10167994082986985,0.2052679416486447
367,0.09443346276505517,0.38940927966648053
368,0.06282092495044048,0.22276482783766455
369,0.11682920654237364,0.2258409614290669
370,0.04448673475839972,0.1810013214511412
371,0.805999627815456,0.9713618152724622
372,0.03599403831917703,0.8576978176895683
373,0.24065835634051172,0.38303257474279406
374,0.15067010560015365,0.4532539668850463
375,0.5119155529462188,0.7318000993315985
376,0.9237987875924366,0.97420084909396
377,0.1280160705043412,0.45457308038402766
378,0.5587783710710366,0.7770162702772012
379,0.09091675700986374,0.27135944870266265
380,0.016299842030632394,0.09945574621621651
381,0.1716329328847251,0.7277670887537231
382,0.14710162182284195,0.7264804990282592
383,0.1214548978245515,0.11337368155795359
384,0.21485870522382908,0.9335699733024858
385,0.043570743070599716,0.6795265650239769
386,0.07324871091436022,0.288955399104362
387,0.4952252741385957,0.7713752091363506
388,0.41101880877979713,0.8564459378627898
389,0.350701784734772,0.21678787283265755
390,0.08324716919418482,0.6462377886526071
391,0.38485177253476194,0.5579770158613181
392,0.05005218515285982,0.7754391186975611
393,0.21664490051472773,0.348151729464408
394,0.036861162691299104,0.08091490697380553
395,0.08074997595847602,0.40495265267330244
396,0.02005857934250005,0.2876163852650427
397,0.40346876773137746,0.749034827694001
398,0.2983289515802249,0.28374951380051994
399,0.20069126418103395,0.4535767359393701
400,0.06279726311665089,0.05258810770575635
401,0.03764647674246306,0.1695427170231797
402,0.09982739321172632,0.2565396776474573
403,0.22584380646648697,0.8130456510934341
404,0.22956184528073084,0.4551958928634162
405,0.08807371272195302,0.6243818529610061
406,0.05110926027541733,0.05430805955870184
407,0.28741738090714314,0.6754929660495153
408,0.03455716044414986,0.04941776393226561
409,0.07484373321253221,0.46363128179996044
410,0.5249105067316368,0.17193834750093914
411,0.3450170488042651,0.45131530096539346
412,0.15577552214567694,0.7117021356325202
413,0.7111208607999764,0.9372491008274523
414,0.8407892085713743,0.9045010637372074
415,0.21933989275280577,0.7235247077872121
416,0.15103878755632297,0.25410059187598816
417,0.06903069905108877,0.23606513059969364
418,0.051423390071201856,0.5528441521432017
419,0.0654647180797136,0.8659692593057056
420,0.2886642212232015,0.10657744749874667
421,0.1701950670107777,0.3833344489735193
422,0.06492065833678237,0.7201115958143561
423,0.17995727925636798,0.5879757918437174
424,0.023489309661765,0.27833817670735367
425,0.3646423313424019,0.9674388834036435
426,0.045992164414358855,0.8918933934454688
427,0.48962944075174347,0.7449296529515026
428,0.13608240717808462,0.04752849917099436
429,0.03519835432093542,0.08153821644967456
430,0.02308237311071378,0.10421439897759256
431,0.054103218582473,0.6327715429454245
432,0.18738054720908745,0.2347466812194019
433,0.0405502400265346,0.3463057593826688
434,0.09289343818817876,0.6616350794039746
435,0.049360799783849975,0.12681268904179416
436,0.011621734826337486,0.09409377658719661
437,0.1244474889264792,0.32986577936943534
438,0.07669052563284469,0.32867591649746575
439,0.4087185298002437,0.5823775637937975
440,0.2105424632249073,0.6271324408957822
441,0.14009406021202891,0.46330194971783145
442,0.3231879905103712,0.9428295258026009
443,0.012206716320354735,0.03537254831485693
444,0.012262792942546872,0.05083677489701676
445,0.32187905320087695,0.08021656576885072
446,0.07480388095817304,0.39520343286204235
447,0.05203751828250384,0.0841327571663507
448,0.1987818032207049,0.7468002897564996
449,0.2613932511825037,0.7118504923581038
450,0.18125557876703993,0.3958200839569813
451,0.05634926012945893,0.06582966348525299
452,0.07930454021695879,0.07985406223541713
453,0.08089835771917764,0.25195818813544046
454,0.043977753535224595,0.23988514250447854
455,0.16649267737339962,0.20130952378614309
456,0.34049428853624475,0.4448710989883887
457,0.08711658246916341,0.7174496976344246
458,0.07798919883146943,0.962112440169137
459,0.06914451896207009,0.8766483137943125
460,0.20911786080682226,0.33193805176839664
461,0.07684214432785233,0.8838296047429011
462,0.10135572056788882,0.34191153001245195
463,0.432581111519457,0.557152968104609
464,0.07340207558114585,0.3153210147571562
465,0.1656634775960486,0.39743714504541505
466,0.1137967021403424,0.11437620169939028
467,0.027193190410222993,0.06511970636405227
468,0.09636014186781014,0.24514078026895803
469,0.3207355547745814,0.7455698182892466
470,0.04528932781985153,0.10009738953562804
471,0.10711970060823343,0.43407625668635363
472,0.5520806264400372,0.48989561172288343
473,0.16106003518691608,0.5664270444446989
474,0.19090539015549143,0.8664283073683356
475,0.10788482027461792,0.4284476748693528
476,0.0555957277073461,0.104082493862349
477,0.01816722756704267,0.520860105190429
478,0.06179120927302097,0.1722247853807757
479,0.015751130952770316,0.019554792346853356
480,0.09761879367483296,0.23042707539037385
481,0.7245264961824096,0.8769923644591915
482,0.13141196571799216,0.3756429197213972
483,0.024019585864068976,0.031390005473226144
484,0.10905014364535286,0.29251893736242873
485,0.4186588464341517,0.6870287192478883
486,0.0941550460139569,0.35611606270048046
487,0.09542181659418787,0.24164722779551295
488,0.15865131851422418,0.9607079904951973
489,0.5183182040354876,0.29653150245844784
490,0.0732865223407455,0.31235196148463434
491,0.0834012146602748,0.4248694395952841
492,0.10498285931268522,0.20710204682805236
493,0.03653717027585547,0.01102723650075709
494,0.19841869229395817,0.9002150604940907
495,0.282355520858926,0.1631455876057517
496,0.08952151247355773,0.26827262227604415
497,0.09510412790192602,0.7158029575882028
498,0.3069694745322187,0.8630996045025637
499,0.04122631563282289,0.06350722887295328
500,0.06660357156139195,0.3618079920765791
501,0.07729196245542995,0.3146351543033767
502,0.5477252444061245,0.7622715938324565
503,0.027196762668464793,0.4793534866001511
504,0.7261615764729932,0.7892781105512808
505,0.3317501334395988,0.5812746986703884
506,0.19069754090165345,0.506803705743383
507,0.541359919776183,0.8080982967890737
508,0.12232218394154677,0.2602064825341884
509,0.08850974573720609,0.2554924479302714
510,0.8307008902085482,0.9615443220689387
511,0.09650429663156875,0.4463619658432025
512,0.0819862949469329,0.23032716794443542
513,0.15219411046322903,0.7155586531467493
514,0.5712657078334495,0.7408500250033855
515,0.2613244053058804,0.760393743022917
516,0.8856804017192427,0.9177733827101591
517,0.33463209296079904,0.5947255163511013
518,0.25855376892752074,0.5350825319905567
519,0.22943848849645973,0.6772926710892466
520,0.10846366256262917,0.22378543026341252
521,0.08781915290258721,0.36236883717481166
522,0.11551077104298406,0.41776491920136816
523,0.03616578097870626,0.06259182105090123
524,0.02191023005807776,0.7407263950091377
525,0.10522503610489922,0.4973418849928239
526,0.14557102877702327,0.4160868484920686
527,0.05818701149881831,0.1296802180462104
528,0.11437790856454756,0.21596102923795327
529,0.5830949867421953,0.8670751670919921
530,0.0413930600459999,0.08518556800957745
531,0.1889240615888463,0.9057543379745104
532,0.12444851316303268,0.8720389222396251
533,0.04793112337967653,0.13857042200447042
534,0.373928179775948,0.26890518518836937
535,0.07330833854725942,0.25459043240962653
536,0.052990714826216825,0.1922639299532961
537,0.7695023803747051,0.9358593081042613
538,0.21303897607749817,0.6052311177012875
539,0.1267360319546667,0.6109641465437714
540,0.6090411535617285,0.8684240509784873
541,0.11913884496716899,0.7304652190201032
542,0.09270173887254177,0.43740655672157663
543,0.08511729404232438,0.16437778887618776
544,0.03185479229285828,0.6426947518280162
545,0.009672224633054331,0.03756768025263573
546,0.02943518762790682,0.7874720360577421
547,0.16731594540760344,0.2636792547258938
548,0.07260699544132646,0.2921239459296166
549,0.1398706858267616,0.9617240073638725
550,0.186702773938264,0.32671760717437104
551,0.28261630814749544,0.5657735353309012
552,0.08463290135989343,0.17447254243228486
553,0.08016012011010076,0.08477466873930754
554,0.16944840126624325,0.3287348401549725
555,0.4824939150621306,0.8333120973117857
556,0.11208113949627413,0.936501391923743
557,0.026862676456492273,0.1223660950214028
558,0.3719460334686136,0.6173187962148914
559,0.49644999168076154,0.42791230770703736
560,0.03862525310427606,0.22444824764062202
561,0.28122559581123474,0.5368789222328866
562,0.15264122220924323,0.4388529712569086
563,0.027876916330490793,0.17547202353753516
564,0.0329348276970501,0.34156559420522303
565,0.33926286829339286,0.5750243896774437
566,0.06497502067895068,0.21512679187871359
567,0.036740974143321926,0.10495651234850868
568,0.3965651266607034,0.21529489272212066
569,0.2043936132163229,0.39931532812863196
570,0.11125863144405825,0.33778123640369145
571,0.05452649759780494,0.08911900504470538
572,0.07147491243492607,0.2112186812762707
573,0.5835685319991385,0.017018695636446226
574,0.050999221165435274,0.7638461784593807
575,0.05116629058773198,0.5932772506441044
576,0.1280562308306057,0.3010274960115817
577,0.13415790416247447,0.6042457283353171
578,0.04895983908269127,0.2614257530777975
579,0.1412387858005014,0.5118684083885353
580,0.10089672338607937,0.21673601890798422
581,0.2177557238047654,0.7316469773397125
582,0.09218277351872071,0.37613981634802346
583,0.11806627290694736,0.22298091618641047
584,0.07208748836040582,0.14440017249024628
585,0.383570451683669,0.4661540165097848
586,0.09760079794814182,0.598123061286216
587,0.1127832807300851,0.2582719484130852
588,0.049922803836093856,0.3982095069387133
589,0.0073257830097208645,0.017313844380967978
590,0.031138094333470874,0.6403094307229474
591,0.6221099513023435,0.28746340216930955
592,0.022543979245950016,0.01038741458270703
593,0.19750856806036451,0.026732613769086915
594,0.4232086515520859,0.7769727242569342
595,0.06538220612678661,0.6660973754879138
596,0.38558977752804025,0.5935089368995532
597,0.21078162667161923,0.4728024463993501
598,0.3583615485069243,0.5554052251432997
599,0.03728763784016739,0.2780792397870872
600,0.2782915108440541,0.40727732686318685
601,0.03568223672039152,0.20396137585856836
602,0.04631531137153299,0.5219615696569613
603,0.01842851310523558,0.08221972348343676
604,0.12308991566414883,0.9748662749227454
605,0.04108754824219584,0.5488383043640428
606,0.04121558802834291,0.7779320147014417
607,0.19928466370329406,0.7857130615391756
608,0.11092679722092524,0.39002347648032365
609,0.18163797751416752,0.4473812234620869
610,0.8287006002726538,0.931492396745411
611,0.05730378178566598,0.08853493826812629
612,0.04920530874641905,0.22740327090593848
613,0.8427995652751238,0.9223252013100895
614,0.21362674560694603,0.7812312893513556
615,0.08910724982987453,0.9355216635934266
616,0.139935654991515,0.683284398273497
617,0.08876275045402698,0.9507173097406284
618,0.05831702133602869,0.08641982639375691
619,0.13424320328784498,0.37746059664977827
620,0.6646359693989541,0.9714252819603988
621,0.6376299315480201,0.901787211408164
622,0.08604644971416563,0.24277996503383162
623,0.19616741445108868,0.39009230850634596
624,0.2253958301774308,0.42093050303998825
625,0.7003373588777677,0.8711113807919024
626,0.022940937943328334,0.0520913564841266
627,0.16144760904519487,0.3454009991249335
628,0.167218604299926,0.37786007131737653
629,0.21280445918482144,0.7646278914458183
630,0.0879175661772081,0.9117229221721911
631,0.12581940616668286,0.8692573099139858
632,0.2165785809259859,0.38954868864730696
633,0.05626132168859762,0.12385324285741602
634,0.0400118275993815,0.6854850925071012
635,0.07784148915488391,0.33976898722652144
636,0.04763710587279971,0.0264314024982471
637,0.1896044978737755,0.5953778163758668
638,0.11418421760056725,0.524516178483108
639,0.07588270983663184,0.8677373263208537
640,0.6275176158178071,0.9358838209754645
641,0.015431508385336178,0.030042732888866285
642,0.7989857825948479,0.8974373213857029
643,0.17550973657497418,0.45807075822996124
644,0.12667088026438766,0.9374955472394301
645,0.14487806188861402,0.3924245651224461
646,0.6523937531891651,0.2667760897639341
647,0.0766042173102068,0.17854918284751636
648,0.12014036270216559,0.5458452231682566
649,0.21425483631372141,0.26487487696558026
650,0.061219464781376944,0.7966476318226243
651,0.2740629401598155,0.9417758890877234
652,0.30335241408717534,0.5136191335772187
653,0.23338520190599446,0.5999225631605931
654,0.08160741089095558,0.05948679795736375
655,0.17798104921767605,0.9076818225138327
656,0.35689852875223194,0.4974746631408441
657,0.12771574394818133,0.2558053030694807
658,0.09249671048669544,0.972102597850765
659,0.009667977920682629,0.02091399301373721
660,0.025907224301401733,0.10246674794805319
661,0.10306115943791168,0.498522207663914
662,0.442098334221458,0.7920453452502669
663,0.01130157006337075,0.0376775609800948
664,0.1439900073024489,0.3330389611152529
665,0.0748974155442046,0.3735757262528592
666,0.6701960337626657,0.9496699296929875
667,0.046924472464033924,0.07158416155907295
668,0.059556619083924164,0.09914259540656979
669,0.11783931921003064,0.6854980120557186
670,0.19949438173591327,0.5706653130107017
671,0.10826618050904141,0.6065181342396224
672,0.7466912975274603,0.3695971075129788
673,0.02980804706288386,0.1767144628209396
674,0.5603823280937156,0.5508861606737608
675,0.2620433091035611,0.9589038075839768
676,0.07453505804792543,0.8527986648322651
677,0.04648266816937296,0.19337759115449124
678,0.13553367612518954,0.30532005181717364
679,0.08477532357634865,0.22859885477936762
680,0.11395917632537961,0.7526547029500393
681,0.07298494445382636,0.22718410744186035
682,0.6177679893798627,0.37897802950345144
683,0.010884318064015337,0.04452098165534622
684,0.07538181109249574,0.09899659413546172
685,0.04922744808279492,0.4041691969818192
686,0.38329331107032705,0.5953447447196634
687,0.6646624979222754,0.7984933543260276
688,0.03182417869586389,0.06638990349401758
689,0.28914480324652847,0.7152421258126536
690,0.11608481058322004,0.05435511044847804
691,0.13936365864157804,0.49238503621420465
692,0.13034273020458204,0.4112817277779664
693,0.6784706673414922,0.7164384716752887
694,0.01984083892873768,0.6319781605364194
695,0.10721698983510047,0.21424851349388407
696,0.1143883278538888,0.11028479914680313
697,0.10053275492314345,0.24920975395640893
698,0.1318899325596486,0.4726359343619407
699,0.10923280221348969,0.6027985393558761
